rank,upc,department,name,size,price,stock,margin,rank_score,quick_seo_title,quick_description,quick_meta_description,quick_sellability_rating,quick_imageability_rating,quick_imageability_notes,quick_image_prompt,judge_sellability,judge_imageability,judge_image_match,judge_note,quick_filter_score,judge_score,selection_stage,passed_thresholds,pro_seo_title,pro_description,pro_meta_description,pro_sellability_rating,pro_imageability_rating,pro_imageability_notes,pro_image_prompt
215,080660956831,Beer,Corona Familiar,32OZ,4.29,29.0,0.93,52.112,Corona Familiar 32 oz - Mexican Lager Beer,"Corona Familiar is a classic Mexican lager known for its smooth, crisp taste. This 32 oz bottle is perfect for sharing or for a generous serving. Enjoy cold with a lime wedge for the full experience.",Buy Corona Familiar 32 oz online. Classic Mexican lager beer. Smooth and crisp. Perfect for sharing.,9,9,Iconic clear bottle with label.,"Ecommerce product image of a Corona Familiar 32 oz beer bottle on white background, front view.",,,,,1047.912,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Corona Familiar 32oz Bottle - Crisp Mexican Lager,"Corona Familiar 32oz bottle delivers the same crisp, refreshing taste of Corona in a larger format perfect for sharing. This Mexican lager is light-bodied with a smooth finish, ideal for casual gatherings or pairing with lime and your favorite foods.","Buy Corona Familiar 32oz bottle. Crisp, refreshing Mexican lager in a larger size for sharing. Perfect with lime. Order online for pickup or delivery.",8,10,"Well-known brand, distinct bottle shape and label.","Corona Familiar 32oz brown glass bottle with iconic label, plain white background, product photography."
203,070847005070,Drinks,Monster Energy Drink,16Oz,3.59,24.0,2.14,52.481,Monster Energy Drink 16 oz - Original,"Monster Energy Drink is the original high-caffeine energy drink that started it all. With a bold, tangy flavor and a powerful energy blend, this 16 oz can is trusted by athletes, gamers, and anyone needing a serious boost. Packed with B vitamins and taurine.","Buy original Monster Energy Drink 16 oz online. Bold flavor, powerful energy blend. Trusted by athletes and gamers.",9,9,Classic green can with Monster claw logo.,"Ecommerce product image of a Monster Energy Drink 16 oz can on white background, front view.",,,,,1047.281,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Monster Energy Drink 16oz Can - Bold Energy Boost,"Unleash the beast with Monster Energy Drink in a 16oz can. This iconic energy blend delivers a powerful, smooth flavor and the energy lift you need to conquer your day. Perfect for on-the-go fuel, gaming sessions, or late-night work. Grab a cold can and charge ahead.","Get Monster Energy Drink 16oz can. Bold, smooth energy blend for your daily boost. Perfect for work, play, or gaming. Order online for quick pickup or delivery.",9,10,"Well-known brand, standard can design, easy to visualize.","Monster Energy Drink 16oz can, front view, plain white background, product only, no text overlays."
235,080480025601,Alcohol,BACARDI RUM GOLD 80,375ML,8.29,20.0,1.9,51.482,Bacardi Gold Rum 375 ml - Buy Online,"Bacardi Gold Rum is a rich, smooth rum aged in oak barrels. This 375 ml bottle is perfect for mixing classic cocktails like mojitos and daiquiris. With notes of vanilla and caramel, it's a bar staple.","Buy Bacardi Gold Rum 375 ml online. Rich, smooth rum perfect for cocktails. Bar staple.",9,9,Iconic Bacardi bat logo and gold label.,"Ecommerce product image of a Bacardi Gold Rum 375 ml bottle on white background, front view.",,,,,1045.482,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Bacardi Gold Rum 80 Proof 375ml,"Bacardi Gold Rum is a smooth, light-bodied rum with subtle vanilla and almond notes. Aged in oak barrels for a mellow character, it’s perfect for classic cocktails like Cuba Libre or a refreshing rum and cola. Enjoy the quality and heritage of the world’s most awarded rum.","Buy Bacardi Gold Rum 80 Proof 375ml online. Smooth, light-bodied rum with vanilla and almond notes. Perfect for cocktails. Great price and in stock.",9,10,Well-known bottle shape and label make it highly recognizable.,"Bacardi Gold Rum 375ml bottle, front view, plain white background, studio lighting, no text overlays."
312,856417003024,Vodka,Western Son Vodka,1.75ML,20.89,18.0,2.14,50.399,Western Son Vodka 1.75L - Texas Craft Vodka | 80 Proof,"Western Son Vodka is a handcrafted Texas vodka made with 100% corn. This 1.75L bottle offers a crisp, clean taste perfect for cocktails. Distilled in small batches for quality.","Buy Western Son Vodka 1.75L. Texas craft vodka, smooth and clean. Great for mixing. Available now.",8,10,Clear bottle with Western Son label.,"Western Son Vodka 1.75L bottle on white background, front label.",,,,,953.999,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Western Son Vodka 1.75L | Smooth American Vodka,"Western Son Vodka delivers a clean, smooth taste crafted from American corn. Distilled ten times for exceptional purity, it’s perfect for mixing in cocktails or enjoying on the rocks. This 1.75L bottle offers great value for parties and everyday sipping.","Buy Western Son Vodka 1.75L online. Smooth, ten-times distilled American vodka. Perfect for cocktails. Great value. In stock now.",7,8,"Clear bottle with label, vodka liquid, standard shape.","Western Son Vodka 1.75L bottle, clear glass, front-facing label, plain white background, studio lighting, no people."
519,012000001314,Drinks,Mountain Dew,20.00 OZ,1.98,24.0,0.74,48.478,Mountain Dew 20 oz - Citrus Soda,Mountain Dew is a bold citrus-flavored soda. It delivers an intense burst of citrus sweetness and caffeine kick. Perfect for refreshing breaks or pairing with snacks. Grab a 20 oz bottle for on-the-go energy.,Buy Mountain Dew 20 oz. Bold citrus soda with caffeine. Refreshing and energizing. Available now.,9,9,Iconic soda bottle,"A 20 oz bottle of Mountain Dew on white background, green label visible.",,,,,1043.278,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Mountain Dew 20 oz Bottle - Citrus Soda,"Quench your thirst with the bold, citrus taste of Mountain Dew. This 20 oz bottle delivers the iconic, energizing flavor you love, perfect for on-the-go refreshment. Enjoy the crisp, sweet, and tangy soda that stands out from the rest.",Get the bold citrus taste of Mountain Dew in a 20 oz bottle. Perfect for on-the-go refreshment. Stock up on this iconic soda today!,9,10,"Well-known brand, standard bottle shape, easy to depict.","Mountain Dew 20 oz plastic bottle, green citrus soda, plain white background, product photography, no people."
520,049000019162,Drinks,Fanta Orange,20.00 FL OZ,2.25,24.0,0.84,48.471,Fanta Orange 20 oz - Fruity Soda,"Fanta Orange is a bubbly, fruit-flavored soda with a bright orange taste. It's caffeine-free and perfect for kids' parties or a refreshing treat. Enjoy the crisp, fruity flavor in a 20 oz bottle.","Buy Fanta Orange 20 oz. Fruity orange soda, caffeine-free. Perfect for parties. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of Fanta Orange on white background, orange label.",,,,,1043.271,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Fanta Orange 20 FL OZ - Refreshing Citrus Soda,"Quench your thirst with the bold, fruity taste of Fanta Orange. This 20 FL OZ bottle delivers a bubbly, caffeine-free citrus refreshment perfect for any occasion. Enjoy the classic, vibrant orange flavor that's been a favorite for generations. Great chilled or over ice.","Buy Fanta Orange 20 FL OZ. Bold, fruity citrus soda with a bubbly, refreshing taste. Caffeine-free. Perfect for parties, meals, or on-the-go. Order online today.",9,10,"Iconic brand, distinct orange color, well-known bottle shape.","Fanta Orange 20 FL OZ plastic bottle, bright orange liquid, white background, product photography, no people."
521,012000001291,Drinks,Pepsi Cola,20.00 OZ,2.25,24.0,0.84,48.471,Pepsi Cola 20 oz - Classic Soft Drink,"Pepsi Cola is a classic cola with a bold, refreshing taste. It offers a perfect balance of sweetness and carbonation. Ideal for enjoying with meals or on its own. Grab a 20 oz bottle for a quick refresh.","Buy Pepsi Cola 20 oz. Classic cola, refreshing and bold. Perfect with meals. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of Pepsi Cola on white background, red and blue label.",,,,,1043.271,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Pepsi Cola 20 oz Bottle - Crisp & Refreshing Soda,"Enjoy the bold, refreshing taste of Pepsi Cola in a convenient 20 oz bottle. Perfectly carbonated with a crisp cola flavor, it's an ideal companion for meals, snacks, or on-the-go refreshment. Stock up today for your next gathering or quick thirst quencher.","Buy Pepsi Cola 20 oz bottle. Crisp, refreshing cola taste. Perfect for meals, snacks, or on-the-go. In stock now at a great price.",9,10,"Iconic brand, standard bottle shape, easy to visualize.","Pepsi Cola 20 oz plastic bottle, front view, plain white background, product only, no people, no text overlays."
266,083664872466,Whiskey,TULLAMORE DEW 750ml,750 ML,28.29,12.0,6.55,50.687,Tullamore DEW Irish Whiskey 750 ml,"Tullamore DEW is a smooth Irish whiskey, triple-blended for a mellow taste. This 750 ml bottle offers notes of honey, fruit, and oak. Perfect for sipping, on the rocks, or in cocktails.",Buy Tullamore DEW Irish Whiskey 750 ml online. Smooth triple-blended Irish whiskey. Honey and oak notes.,9,9,Classic Tullamore DEW bottle with green label.,"Ecommerce product image of a Tullamore DEW Irish Whiskey 750 ml bottle on white background, front view.",,,,,1043.087,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Tullamore Dew Irish Whiskey 750ml,"Tullamore Dew Irish Whiskey is a smooth and gentle triple-distilled blend, offering a perfect balance of spicy, fruity, and malty notes. Its signature triple blend of pot still, malt, and grain whiskeys delivers a warm, complex flavor with a soft, lingering finish. Ideal for sipping neat or in classic cocktails.","Buy Tullamore Dew Irish Whiskey 750ml online. Smooth triple-distilled blend with spicy, fruity notes. Perfect for sipping or cocktails. Great price and in stock.",8,9,"Well-known bottle shape and label, easy to depict.","Tullamore Dew 750ml bottle, plain white background, ecommerce product photo, no text overlays."
303,080686001904,Whiskey,JIM BEAM BOURBON 4YR 80 10P PET,50ML,0.99,12.0,0.39,50.611,Jim Beam Bourbon 50ml Mini - 4 Year Old | 80 Proof,"Jim Beam Bourbon 50ml mini bottle is a convenient way to enjoy America's favorite bourbon. Aged 4 years and bottled at 80 proof, it delivers classic oak and vanilla notes. Perfect for tasting or mixing.","Buy Jim Beam Bourbon 50ml mini bottle. Aged 4 years, 80 proof. Great for gifting or travel.",8,10,Small brown bottle with Jim Beam label.,"Jim Beam Bourbon 50ml mini bottle on white background, front view.",,,,,953.011,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Jim Beam Bourbon 4 Year 80 Proof 50ml PET Bottle,"Jim Beam Kentucky Straight Bourbon Whiskey, aged 4 years in new charred oak barrels. Smooth and mellow with notes of vanilla, caramel, and oak. Perfect for sipping neat or mixing in classic cocktails. Convenient 50ml PET travel-friendly bottle.",Buy Jim Beam Bourbon 4 Year 80 Proof 50ml PET bottle. Smooth Kentucky straight bourbon with vanilla and caramel notes. Great for travel or sampling. Order online.,8,9,"Well-known brand, standard bottle shape, easy to visualize.","Jim Beam 50ml PET bottle of bourbon, white background, product only, no text overlays."
307,082184001172,Whiskey,Jack Daniel's Tenn Fire,750 ml,27.03,12.0,6.03,50.535,Jack Daniel's Tennessee Fire 750ml - Cinnamon Whisky,"Jack Daniel's Tennessee Fire blends warm cinnamon liqueur with the character of Jack Daniel's Old No. 7. This 750ml bottle delivers a smooth, sweet heat. Perfect for shots or cocktails.","Get Jack Daniel's Tennessee Fire 750ml. Cinnamon whisky, smooth and spicy. Available now.",8,10,Jack Daniel's bottle with red label.,"Jack Daniel's Tennessee Fire 750ml bottle on white background, front label visible.",,,,,952.935,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Jack Daniel's Tennessee Fire Cinnamon Whiskey 750ml,"Jack Daniel's Tennessee Fire blends smooth Jack Daniel's Old No. 7 with a fiery cinnamon liqueur. The result is a bold, spicy whiskey with a warm, sweet finish. Perfect for shots, mixing into cocktails, or enjoying straight. 750ml bottle.","Buy Jack Daniel's Tennessee Fire Cinnamon Whiskey 750ml online. A bold blend of Jack Daniel's whiskey and cinnamon liqueur with a warm, spicy finish. Perfect for shots or cocktails.",8,9,"Distinctive bottle shape and label, well-known brand, easy to visualize.","Jack Daniel's Tennessee Fire 750ml bottle, plain white background, product-only, no people, no text overlays."
311,088076177819,Whiskey,Johnnie Walker Double  Black,1L,50.69,12.0,10.95,50.408,Johnnie Walker Double Black 1L - Blended Scotch Whisky,"Johnnie Walker Double Black is a bold, smoky blended Scotch whisky. This 1L bottle delivers intense flavors of dark fruit and peat smoke. Perfect for whisky enthusiasts seeking depth.","Get Johnnie Walker Double Black 1L. Smoky, bold Scotch whisky. Premium choice available now.",8,10,Black bottle with Johnnie Walker label.,"Johnnie Walker Double Black 1L bottle on white background, front label.",,,,,952.808,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Johnnie Walker Double Black Blended Scotch Whisky 1L,"Johnnie Walker Double Black is a rich, smoky blend crafted for depth and intensity. Aged in charred oak casks, it delivers layers of sweet vanilla, dried fruit, and a lingering peaty finish. Perfect for sipping neat or in a bold cocktail.","Buy Johnnie Walker Double Black 1L online. A smoky, intense blended Scotch with vanilla, dried fruit, and peaty notes. Great for sipping or cocktails.",8,9,"Iconic square bottle with slanted label, dark liquid, recognizable brand.","Johnnie Walker Double Black 1L bottle on plain white background, front-facing, no people, no text overlays."
536,078000001617,Drinks,7 UP,20.00 OZ,1.98,23.0,0.74,48.152,7 Up 20 oz - Lemon-Lime Soda,"7 Up is a crisp, clear lemon-lime soda. It's caffeine-free and offers a refreshing burst of citrus. Perfect for mixing in cocktails or drinking on its own. A classic choice for any occasion.","Buy 7 Up 20 oz. Crisp lemon-lime soda, caffeine-free. Refreshing and classic. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of 7 Up on white background, green and red label.",,,,,1042.752,,quick_threshold,quick_sellability>=8;quick_imageability>=8,7 UP 20 OZ Bottle - Crisp Lemon-Lime Soda,"Quench your thirst with the crisp, refreshing taste of 7 UP. This 20 oz bottle delivers the classic lemon-lime flavor you love, perfect for enjoying on its own or as a mixer. A timeless soda with a clean, bubbly finish.","Enjoy the crisp, refreshing lemon-lime taste of 7 UP in a convenient 20 oz bottle. Perfect for any occasion. Order now!",9,10,"Iconic green bottle with 7 UP logo, easily recognizable.","20 oz green plastic bottle of 7 UP soda, front view, plain white background, studio lighting, no people."
315,080686007715,Whiskey,JIM BEAM BBN BLACK 7Y 90 PET 10P,50ML,1.99,12.0,0.75,50.304,Jim Beam Black Extra Aged 50ml - 7 Year | 90 Proof,"Jim Beam Black is extra aged for 7 years, delivering a richer, smoother bourbon experience. This 50ml mini bottle offers notes of caramel and oak at 90 proof.","Buy Jim Beam Black 50ml mini. Extra aged 7 years, 90 proof. Smooth bourbon value.",8,10,Small bottle with Jim Beam Black label.,"Jim Beam Black Extra Aged 50ml bottle on white background, front view.",,,,,952.704,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Jim Beam Black 7 Year Bourbon 50ml PET Bottle,"Jim Beam Black is a premium bourbon aged 7 years for a smooth, full-bodied character. This 50ml PET bottle offers rich caramel and oak notes, perfect for sipping neat or in classic cocktails. A convenient travel size from the world’s best-selling bourbon brand.","Buy Jim Beam Black 7 Year Bourbon 50ml PET bottle. Smooth, full-bodied with caramel and oak notes. Perfect for travel or gifting. Order online today.",8,9,"Well-known brand, clear bottle shape and label design.","Jim Beam Black 7 Year Bourbon 50ml PET bottle, front view, plain white background, studio lighting, no text overlays."
308,088004070922,Vodka,SVEDKA VODKA 80,750ML,12.49,11.0,3.86,50.442,Svedka Vodka 750ml - 80 Proof | Smooth Swedish Vodka,"Svedka Vodka is a premium Swedish vodka known for its smooth, clean taste. This 750ml bottle is perfect for cocktails or neat. Made from Swedish winter wheat and pure water.","Shop Svedka Vodka 750ml, 80 proof. Smooth Swedish vodka for mixing. Great value available.",8,10,Blue Svedka bottle with label.,"Svedka Vodka 750ml bottle on white background, front view with blue label.",,,,,952.642,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Svedka Vodka 80 Proof 750ml - Smooth Swedish Vodka,"Svedka Vodka 80 proof is a crisp, clean Swedish vodka distilled five times for exceptional smoothness. Perfect for cocktails or sipping neat, this 750ml bottle offers premium quality at an affordable price. Enjoy its subtle grain character and versatile mixability.","Buy Svedka Vodka 80 Proof 750ml online. Smooth Swedish vodka, distilled 5 times. Great for cocktails. Affordable premium quality. Order now.",8,9,"Well-known brand, clear bottle, recognizable label design.","Svedka Vodka 80 proof 750ml clear glass bottle with blue and white label, plain white background, product photography."
318,674545000599,Tequila,Don Julio Blanco,375ml,24.64,12.0,6.45,50.231,Don Julio Blanco Tequila 375ml - Premium Silver Tequila,Don Julio Blanco is a premium silver tequila made from highland agave. This 375ml bottle offers crisp agave flavors with a smooth finish. Perfect for margaritas or sipping.,"Buy Don Julio Blanco Tequila 375ml. Premium silver tequila, smooth and crisp. Available now.",8,10,Clear bottle with Don Julio label.,"Don Julio Blanco Tequila 375ml bottle on white background, front label.",,,,,952.631,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Don Julio Blanco Tequila 375ml | Premium Silver Tequila,"Don Julio Blanco is a crisp, clean silver tequila with notes of citrus and agave. Perfect for margaritas or sipping neat, this 375ml bottle offers premium quality in a convenient size. Enjoy the smooth, balanced taste of one of Mexico's finest tequilas.","Buy Don Julio Blanco Tequila 375ml online. Crisp, clean silver tequila with citrus and agave notes. Perfect for margaritas or sipping. Premium quality in a convenient size.",8,10,"Well-known bottle shape and label, easy to visualize.","Don Julio Blanco tequila 375ml bottle on plain white background, front-facing, clear glass, blue label, silver cap."
329,081128001063,Whiskey,OLD FORESTER St.100p,750 ML,26.69,11.0,6.2,50.061,Old Forester 100 Proof Bourbon 750ml | Kentucky Straight Bourbon,"Old Forester 100 Proof is a classic Kentucky straight bourbon with a bold flavor. This 750ml bottle offers notes of caramel, vanilla, and oak. A true American spirit.","Shop Old Forester 100 Proof Bourbon 750ml. Kentucky straight bourbon, bold and smooth.",8,10,Bourbon bottle with Old Forester label.,"Old Forester 100 Proof Bourbon 750ml bottle on white background, front view.",,,,,952.261,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Old Forester 100 Proof Bourbon 750ml,"Old Forester 100 Proof delivers bold, full-bodied bourbon with rich caramel, spice, and oak notes. Bottled at 100 proof, it honors a historic recipe for a smooth yet robust sipping experience. Perfect neat, on the rocks, or in classic cocktails.","Buy Old Forester 100 Proof Bourbon 750ml online. Bold, full-bodied Kentucky straight bourbon with caramel and spice. Perfect for sipping or cocktails. Order now.",8,9,"Classic bourbon bottle with recognizable label, easy to depict.","Old Forester 100 Proof bourbon bottle, 750ml, plain white background, product only, no text overlays."
330,860265002405,Whiskey,SKREWBALL PN WHISKY,750 ML,24.69,11.0,5.73,50.057,Skrewball Peanut Butter Whiskey 750ml | Sweet & Salty,"Skrewball Peanut Butter Whiskey is a unique blend of sweet and salty flavors. This 750ml bottle offers a smooth, indulgent taste perfect for shots or cocktails.",Buy Skrewball Peanut Butter Whiskey 750ml. Sweet and salty flavored whiskey. Popular choice.,8,10,Whiskey bottle with Skrewball label and peanut design.,"Skrewball Peanut Butter Whiskey 750ml bottle on white background, front label.",,,,,952.257,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Skrewball Peanut Butter Whiskey 750ml,"Skrewball Peanut Butter Whiskey delivers a unique blend of smooth whiskey and rich peanut butter flavor. Perfect for sipping neat, on the rocks, or in creative cocktails. This 750ml bottle offers a fun twist on traditional whiskey, appealing to adventurous drinkers and peanut butter lovers alike.",Buy Skrewball Peanut Butter Whiskey 750ml online. Smooth whiskey with rich peanut butter flavor. Great for cocktails or sipping. Order now for pickup or delivery.,8,9,Distinctive bottle shape and label with peanut butter theme.,"Skrewball Peanut Butter Whiskey 750ml bottle on plain white background, product-only, no people, no text overlays."
331,082000811053,Whiskey,Crown Royal Chocolate,750 ml,30.99,11.0,7.18,50.05,Crown Royal Chocolate 750ml | Flavored Canadian Whisky,Crown Royal Chocolate is a delightful flavored Canadian whisky with rich chocolate notes. This 750ml bottle is perfect for sipping or adding to desserts.,Get Crown Royal Chocolate 750ml. Canadian whisky with chocolate flavor. Smooth and sweet.,8,10,Crown Royal bottle with chocolate label.,"Crown Royal Chocolate 750ml bottle on white background, front label.",,,,,952.25,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Crown Royal Chocolate Whisky 750 ml,"Crown Royal Chocolate blends the signature smoothness of Crown Royal with rich chocolate flavor. This 750 ml bottle offers a velvety, indulgent taste perfect for sipping neat or in cocktails. A delightful treat for whisky lovers seeking a sweet twist.","Buy Crown Royal Chocolate 750 ml online. Smooth Canadian whisky infused with rich chocolate flavor. Perfect for sipping or cocktails. Order now for a sweet, indulgent experience.",8,9,"Distinctive Crown Royal bottle with chocolate branding, easy to visualize.","Crown Royal Chocolate 750 ml bottle on plain white background, product-only, no text overlays."
553,078000082401,Drinks,Dr Pepper,20.00 FL OZ,1.98,22.0,0.74,47.811,Dr Pepper 20 oz - Unique Soda,Dr Pepper is a unique blend of 23 flavors in a refreshing soda. It has a distinct sweet and spicy taste that's loved by many. Perfect for a midday pick-me-up or with a burger. Grab a 20 oz bottle.,"Buy Dr Pepper 20 oz. Unique 23-flavor soda, sweet and spicy. Refreshing and classic. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of Dr Pepper on white background, red and white label.",,,,,1042.211,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Dr Pepper 20 FL OZ - Classic Soda,"Enjoy the unique, bold taste of Dr Pepper, a beloved soda with a signature blend of 23 flavors. This 20 FL OZ bottle delivers a refreshing, crisp experience perfect for any occasion. Stock up on this classic favorite.",Buy Dr Pepper 20 FL OZ at our store. Unique blend of 23 flavors in a convenient bottle. Perfect for on-the-go refreshment. Order online today!,9,10,"Well-known branded soda bottle, easily recognizable.","Dr Pepper 20 FL OZ plastic bottle, front view, plain white background, product photography, no people, no text overlays."
554,049000000443,Drinks,Coca-Cola,20.00 FL OZ,2.25,22.0,0.84,47.804,Coca-Cola 20 oz - Classic Cola,"Coca-Cola is the world's favorite cola with a refreshing, iconic taste. It's perfect with meals, for parties, or a quick energy boost. Enjoy the crisp, bubbly flavor in a 20 oz bottle.","Buy Coca-Cola 20 oz. Classic cola, refreshing and beloved worldwide. Perfect with anything. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of Coca-Cola on white background, red label.",,,,,1042.204,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Coca-Cola 20 FL OZ Bottle | Classic Cola Refreshment,"Enjoy the crisp, refreshing taste of Coca-Cola in a convenient 20 FL OZ bottle. Perfect for on-the-go moments, this classic cola delivers the great flavor you love. Stock up today for parties, meals, or a quick pick-me-up.","Buy Coca-Cola 20 FL OZ bottle. Classic, refreshing cola taste in a convenient size. Perfect for on-the-go. Order online for quick pickup or delivery.",10,10,"Iconic red bottle with white logo, easily recognizable.","Coca-Cola 20 FL OZ plastic bottle, red label with white script logo, plain white background, product only."
555,049000007640,Drinks,Sprite,20.00 OZ,2.25,22.0,0.84,47.804,Sprite 20 oz - Lemon-Lime Soda,"Sprite is a crisp, clean lemon-lime soda that's caffeine-free. It offers a refreshing burst of citrus flavor. Perfect for quenching thirst on a hot day or mixing in cocktails. A classic choice.","Buy Sprite 20 oz. Crisp lemon-lime soda, caffeine-free. Refreshing and clean. Available now.",9,9,Iconic soda bottle,"A 20 oz bottle of Sprite on white background, green and white label.",,,,,1042.204,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Sprite 20 oz Bottle - Crisp Lemon-Lime Soda,"Quench your thirst with the crisp, refreshing taste of Sprite. This 20 oz bottle delivers the iconic lemon-lime flavor you love, perfect for on-the-go refreshment. Caffeine-free and made with natural flavors, it's a bubbly treat for any occasion.","Enjoy the crisp, clean taste of Sprite in a convenient 20 oz bottle. Caffeine-free lemon-lime soda with natural flavors. Perfect for any occasion.",9,10,Well-known brand with distinct green bottle and logo.,"Sprite 20 oz green plastic bottle with label, plain white background, product only."
347,744607050401,Tequila,Herradura Silver,1Lt,49.99,12.0,11.74,49.747,Herradura Silver Tequila 1L | Premium Silver Tequila,Herradura Silver is a premium tequila with crisp agave notes. This 1L bottle offers a smooth finish. Perfect for margaritas or sipping.,"Shop Herradura Silver Tequila 1L. Premium silver tequila, smooth and crisp. Available now.",8,10,Bottle with Herradura Silver label.,"Herradura Silver Tequila 1L bottle on white background, front view.",,,,,952.147,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Herradura Silver Tequila 1L | Buy Online,"Herradura Silver is a crisp, 100% blue agave tequila with a smooth, clean taste. Aged 45 days in oak, it offers notes of cooked agave, citrus, and a hint of vanilla. Perfect for sipping or elevating your favorite cocktails.","Shop Herradura Silver Tequila 1L. A smooth, 100% blue agave tequila with crisp agave and citrus notes. Perfect for margaritas or sipping. Order online today.",8,9,Well-known bottle shape and label design.,"Herradura Silver tequila bottle, 1L, front view, plain white background, no people, no text overlays."
353,085156122158,Vodka,Ketel One Vodka,375ml,11.79,12.0,2.75,49.718,Ketel One Vodka 375ml | Premium Dutch Vodka,"Ketel One is a premium Dutch vodka known for its smooth, crisp taste. This 375ml bottle is perfect for those who appreciate quality. Made from GMO-free grains.","Shop Ketel One Vodka 375ml. Premium Dutch vodka, smooth and crisp. Small bottle, big taste.",8,10,Ketel One bottle with its signature design.,"Ketel One Vodka 375ml bottle on white background, front label.",,,,,952.118,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Ketel One Vodka 375ml | Smooth Dutch Vodka,"Ketel One Vodka is a premium Dutch vodka distilled from 100% wheat in copper pot stills. Crisp, smooth, and refined with a subtle citrus and honey finish. Perfect for martinis or sipping neat. 375ml bottle.","Buy Ketel One Vodka 375ml online. Smooth, crisp Dutch vodka distilled from wheat. Perfect for cocktails. Great price and in stock.",9,10,"Well-known bottle shape and label, easy to depict.","Ketel One Vodka 375ml bottle on plain white background, product photography, no people, no text overlays."
359,811538010122,Tequila,1800 Blanco,375ml,15.49,12.0,3.6,49.703,1800 Blanco Tequila 375ml | Premium Silver Tequila,"1800 Blanco is a premium silver tequila made with agave from the Highlands. This 375ml bottle offers crisp, agave-forward flavors. Ideal for margaritas.","Shop 1800 Blanco Tequila 375ml. Premium silver tequila, crisp and smooth. Available now.",8,10,Tequila bottle with 1800 label.,"1800 Blanco Tequila 375ml bottle on white background, front view.",,,,,952.103,,quick_threshold,quick_sellability>=8;quick_imageability>=8,1800 Blanco Tequila 375ml | Smooth Premium Silver Tequila,"1800 Blanco is a crystal-clear, premium tequila made from 100% blue agave. Its smooth, balanced flavor features hints of sweet agave, citrus, and a peppery finish. Perfect for sipping neat or mixing in margaritas and cocktails. This 375ml bottle is ideal for trying or gifting.","Buy 1800 Blanco Tequila 375ml online. A smooth, 100% blue agave silver tequila with citrus and pepper notes. Great for margaritas. In stock now.",8,9,"Clear bottle with recognizable label, easy to depict.","1800 Blanco Tequila 375ml bottle on plain white background, front-facing, clear glass, red and white label, no people."
364,721733000944,Tequila,Patron Tequila Silver 80,375 ml,24.09,12.0,5.59,49.696,Patron Silver Tequila 375ml - 80 Proof | Premium Tequila,"Patron Silver is the world's finest premium tequila, made from 100% Weber blue agave. This 375ml bottle offers a smooth, crisp taste. Perfect for sipping or cocktails.","Buy Patron Silver Tequila 375ml. Premium silver tequila, smooth and crisp. Iconic brand.",8,10,"Patron Silver bottle, classic design.","Patron Silver Tequila 375ml bottle on white background, front label.",,,,,952.096,,quick_threshold,quick_sellability>=8;quick_imageability>=8,Patron Tequila Silver 80 375 ml,"Patron Tequila Silver 80 is a premium, crystal-clear tequila with a smooth, fresh taste. Handcrafted from 100% Weber Blue Agave, it offers a crisp, citrusy flavor with a light pepper finish. Perfect for sipping neat or mixing in classic cocktails like margaritas. 375 ml bottle.","Buy Patron Tequila Silver 80 375 ml online. Smooth, premium tequila made from 100% Weber Blue Agave. Crisp, citrusy taste. Perfect for margaritas. Order now.",9,10,"Well-known brand, distinctive bottle shape, clear liquid.","Patron Tequila Silver 80 375 ml bottle on plain white background, product-only, no people, no text overlays."
